year,week,home_team,away_team,model_home_margin,market_home_margin,actual_home_margin,model_vs_market_error,model_vs_actual_error,actual_vs_market_error
2025,3,Georgia Tech,Clemson,-7.77,-2.833,3.0,-4.936,-10.77,5.833
2025,3,West Virginia,Pittsburgh,1.261,-6.833,7.0,8.094,-5.739,13.833
2025,3,Notre Dame,Texas A&M,4.484,6.833,-1.0,-2.349,5.484,-7.833
2025,3,Houston,Colorado,-4.136,3.833,16.0,-7.97,-20.136,12.167
2025,3,Arizona,Kansas State,-4.388,-1.5,6.0,-2.888,-10.388,7.5
2025,3,Wake Forest,NC State,-2.209,-7.333,-10.0,5.124,7.791,-2.667
2025,3,UCLA,New Mexico,14.25,15.5,-25.0,-1.25,39.25,-40.5
2025,3,Northwestern,Oregon,-12.662,-25.5,-20.0,12.838,7.338,5.5
2025,3,Tulane,Duke,4.605,0.5,7.0,4.105,-2.395,6.5
2025,3,Temple,Oklahoma,-16.217,-23.833,-39.0,7.616,22.783,-15.167
2025,3,Troy,Memphis,-3.732,-4.5,-21.0,0.768,17.268,-16.5
2025,3,Alabama,Wisconsin,12.436,18.5,24.0,-6.064,-11.564,5.5
2025,3,Texas Tech,Oregon State,9.569,24.0,31.0,-14.431,-21.431,7.0
2025,3,North Texas,Washington State,-0.147,6.5,49.0,-6.647,-49.147,42.5
2025,3,Virginia Tech,Old Dominion,10.87,5.5,-19.0,5.37,29.87,-24.5
2025,3,Purdue,USC,-11.819,-20.5,-16.0,8.681,4.181,4.5
2025,3,Iowa,Massachusetts,16.604,35.333,40.0,-18.73,-23.396,4.667
2025,3,South Carolina,Vanderbilt,10.02,2.833,-24.0,7.187,34.02,-26.833
2025,3,Wyoming,Utah,-7.782,-24.5,-25.0,16.718,17.218,-0.5
2025,3,Tulsa,Navy,-8.371,-13.667,-19.0,5.296,10.629,-5.333
2025,3,Miami,South Florida,14.875,17.667,37.0,-2.792,-22.125,19.333
2025,3,Kent State,Buffalo,-6.005,-24.0,-3.0,17.995,-3.005,21.0
2025,3,Michigan,Central Michigan,27.163,27.667,60.0,-0.504,-32.837,32.333
2025,3,Delaware,UConn,-5.959,-8.667,3.0,2.708,-8.959,11.667
2025,3,Auburn,South Alabama,14.642,26.333,16.0,-11.691,-1.358,-10.333
2025,3,Missouri State,SMU,-14.601,-28.833,-18.0,14.233,3.399,10.833
2025,3,Arkansas State,Iowa State,-5.208,-21.0,-8.0,15.792,2.792,13.0
2025,3,Southern Miss,App State,-5.258,-2.833,16.0,-2.425,-21.258,18.833
2025,3,Louisiana Tech,New Mexico State,6.06,10.167,35.0,-4.107,-28.94,24.833
2025,3,Missouri,Louisiana,12.14,27.5,42.0,-15.36,-29.86,14.5
2025,3,Kentucky,Eastern Michigan,10.698,26.667,25.0,-15.969,-14.302,-1.667
2025,3,Ole Miss,Arkansas,8.695,3.833,6.0,4.861,2.695,2.167
2025,3,California,Minnesota,2.506,-3.167,13.0,5.672,-10.494,16.167
2025,3,Texas,UTEP,27.954,39.833,17.0,-11.879,10.954,-22.833
2025,3,Utah State,Air Force,-6.955,-4.0,19.0,-2.955,-25.955,23.0
2025,3,Nevada,Middle Tennessee,1.966,9.333,-1.0,-7.367,2.966,-10.333
2025,3,Bowling Green,Liberty,-2.156,-6.0,10.0,3.844,-12.156,16.0
2025,3,Florida International,Florida Atlantic,3.915,2.0,10.0,1.915,-6.085,8.0
2025,3,Ohio State,Ohio,23.639,28.333,28.0,-4.694,-4.361,-0.333
2025,3,Georgia Southern,Jacksonville State,0.159,3.167,7.0,-3.007,-6.841,3.833
2025,3,Illinois,Western Michigan,14.747,27.5,38.0,-12.753,-23.253,10.5
2025,3,Arizona State,Texas State,7.013,18.5,19.0,-11.487,-11.987,0.5
2025,3,Stanford,Boston College,-1.303,-13.833,10.0,12.531,-11.303,23.833
2025,3,Coastal Carolina,East Carolina,1.502,-7.167,-38.0,8.669,39.502,-30.833
2025,3,UAB,Akron,7.786,12.667,3.0,-4.881,4.786,-9.667
2025,4,Nebraska,Michigan,-1.975,-0.667,-3.0,-1.308,1.025,-2.333
2025,4,Washington State,Washington,-4.083,-20.833,-35.0,16.75,30.917,-14.167
2025,4,Oregon,Oregon State,25.092,34.0,34.0,-8.908,-8.908,0.0
2025,4,Utah,Texas Tech,0.462,3.5,-24.0,-3.038,24.462,-27.5
2025,4,Indiana,Illinois,5.046,7.0,53.0,-1.954,-47.954,46.0
2025,4,Miami,Florida,6.675,8.5,19.0,-1.825,-12.325,10.5
2025,4,Rutgers,Iowa,0.32,-2.333,-10.0,2.653,10.32,-7.667
2025,4,TCU,SMU,1.559,6.5,11.0,-4.941,-9.441,4.5
2025,4,Baylor,Arizona State,0.004,2.5,-3.0,-2.496,3.004,-5.5
2025,4,Wisconsin,Maryland,4.482,10.5,-17.0,-6.018,21.482,-27.5
2025,4,Oklahoma,Auburn,1.778,6.5,7.0,-4.722,-5.222,0.5
2025,4,USC,Michigan State,15.052,18.5,14.0,-3.448,1.052,-4.5
2025,4,Notre Dame,Purdue,22.958,24.5,26.0,-1.542,-3.042,1.5
2025,4,Missouri,South Carolina,2.128,10.167,9.0,-8.039,-6.872,-1.167
2025,4,Oklahoma State,Tulsa,12.493,10.167,-7.0,2.326,19.493,-17.167
2025,4,Charlotte,Rice,-0.783,-1.667,-11.0,0.883,10.217,-9.333
2025,4,Miami (OH),UNLV,-7.222,-1.833,-3.0,-5.389,-4.222,-1.167
2025,4,Army,North Texas,-10.728,-2.5,-7.0,-8.228,-3.728,-4.5
2025,4,Eastern Michigan,Louisiana,-0.745,-2.167,3.0,1.422,-3.745,5.167
2025,4,UCF,North Carolina,4.157,7.167,25.0,-3.009,-20.843,17.833
2025,4,Georgia Tech,Temple,16.273,24.5,21.0,-8.227,-4.727,-3.5
2025,4,Louisville,Bowling Green,14.194,26.167,23.0,-11.972,-8.806,-3.167
2025,4,East Carolina,BYU,-3.128,-6.167,-21.0,3.039,17.872,-14.833
2025,4,Clemson,Syracuse,12.839,17.5,-13.0,-4.661,25.839,-30.5
2025,4,Buffalo,Troy,1.127,5.833,-4.0,-4.707,5.127,-9.833
2025,4,Florida State,Kent State,24.944,45.0,56.0,-20.056,-31.056,11.0
2025,4,Western Michigan,Toledo,-7.147,-12.667,1.0,5.52,-8.147,13.667
2025,4,Duke,NC State,0.58,3.167,12.0,-2.587,-11.42,8.833
2025,4,Tennessee,UAB,21.52,39.0,32.0,-17.48,-10.48,-7.0
2025,4,South Alabama,Coastal Carolina,5.124,14.667,-18.0,-9.543,23.124,-32.667
2025,4,Colorado,Wyoming,15.52,12.333,17.0,3.187,-1.48,4.667
2025,4,Colorado State,UTSA,0.674,-5.0,-1.0,5.674,1.674,4.0
2025,4,Kansas,West Virginia,6.809,12.833,31.0,-6.024,-24.191,18.167
2025,4,Ole Miss,Tulane,13.337,12.167,35.0,1.171,-21.663,22.833
2025,4,Memphis,Arkansas,-1.732,-7.167,1.0,5.434,-2.732,8.167
2025,4,UConn,Ball State,12.767,21.0,6.0,-8.233,6.767,-15.0
2025,4,Mississippi State,Northern Illinois,9.807,24.0,28.0,-14.193,-18.193,4.0
2025,4,Virginia,Stanford,9.014,16.167,28.0,-7.153,-18.986,11.833
2025,4,Liberty,James Madison,5.062,-7.5,-18.0,12.562,23.062,-10.5
2025,4,Hawai'i,Fresno State,-3.852,-2.5,-2.0,-1.352,-1.852,0.5
2025,4,Florida International,Delaware,9.83,4.5,-22.0,5.33,31.83,-26.5
2025,4,Kennesaw State,Arkansas State,-5.535,-4.5,7.0,-1.035,-12.535,11.5
2025,4,Western Kentucky,Nevada,6.476,7.833,15.0,-1.358,-8.524,7.167
2025,4,Air Force,Boise State,1.316,-11.0,-12.0,12.316,13.316,-1.0
2025,4,Vanderbilt,Georgia State,12.499,27.333,49.0,-14.834,-36.501,21.667
2025,4,Louisiana Tech,Southern Miss,3.707,3.167,10.0,0.54,-6.293,6.833
2025,4,Middle Tennessee,Marshall,-4.37,-2.5,-14.0,-1.87,9.63,-11.5
2025,4,Texas,Sam Houston,33.435,39.5,55.0,-6.065,-21.565,15.5
2025,4,UTEP,UL Monroe,1.491,5.333,-6.0,-3.842,7.491,-11.333
2025,4,San Diego State,California,-6.234,-13.833,34.0,7.599,-40.234,47.833
2025,5,Arkansas,Notre Dame,-9.695,-5.333,-43.0,-4.361,33.305,-37.667
2025,5,Washington,Ohio State,-13.339,-9.333,-18.0,-4.005,4.661,-8.667
2025,5,Ole Miss,LSU,2.877,2.833,5.0,0.043,-2.123,2.167
2025,5,Georgia,Alabama,8.496,2.333,-3.0,6.162,11.496,-5.333
2025,5,Penn State,Oregon,4.923,4.0,-6.0,0.923,10.923,-10.0
2025,5,Virginia,Florida State,-1.88,-6.833,8.0,4.953,-9.88,14.833
2025,5,Oregon State,Houston,-4.682,-11.833,-3.0,7.151,-1.682,8.833
2025,5,Arizona State,TCU,0.363,2.833,3.0,-2.471,-2.637,0.167
2025,5,Kansas State,UCF,6.034,5.833,14.0,0.2,-7.966,8.167
2025,5,Iowa State,Arizona,5.607,4.0,25.0,1.607,-19.393,21.0
2025,5,East Carolina,Army,10.757,3.5,22.0,7.257,-11.243,18.5
2025,5,Mississippi State,Tennessee,-10.611,-7.5,-7.0,-3.111,-3.611,0.5
2025,5,James Madison,Georgia Southern,6.182,15.333,25.0,-9.151,-18.818,9.667
2025,5,Iowa,Indiana,-0.532,-9.167,-5.0,8.635,4.468,4.167
2025,5,West Virginia,Utah,-5.239,-13.167,-34.0,7.927,28.761,-20.833
2025,5,Illinois,USC,-9.28,-6.5,2.0,-2.78,-11.28,8.5
2025,5,Ohio,Bowling Green,6.997,7.667,15.0,-0.67,-8.003,7.333
2025,5,Texas A&M,Auburn,5.755,6.5,6.0,-0.745,-0.245,-0.5
2025,5,Old Dominion,Liberty,-2.868,14.5,14.0,-17.368,-16.868,-0.5
2025,5,Toledo,Akron,18.308,21.667,42.0,-3.359,-23.692,20.333
2025,5,Florida Atlantic,Memphis,-11.036,-13.833,-29.0,2.797,17.964,-15.167
2025,5,Boston College,California,-3.61,6.167,-4.0,-9.777,0.39,-10.167
2025,5,Northern Illinois,San Diego State,-0.182,-1.667,-3.0,1.485,2.818,-1.333
2025,5,Minnesota,Rutgers,0.211,3.667,3.0,-3.456,-2.789,-0.667
2025,5,Wake Forest,Georgia Tech,-7.086,-12.667,-1.0,5.58,-6.086,11.667
2025,5,Buffalo,UConn,-0.019,-2.833,-3.0,2.814,2.981,-0.167
2025,5,Syracuse,Duke,2.147,-4.0,-35.0,6.147,37.147,-31.0
2025,5,Pittsburgh,Louisville,-6.541,-3.167,-7.0,-3.374,0.459,-3.833
2025,5,NC State,Virginia Tech,2.308,10.167,-2.0,-7.858,4.308,-12.167
2025,5,Vanderbilt,Utah State,16.611,23.667,20.0,-7.056,-3.389,-3.667
2025,5,Air Force,Hawai'i,8.739,6.833,-9.0,1.906,17.739,-15.833
2025,5,Boise State,App State,5.37,16.833,33.0,-11.463,-27.63,16.167
2025,5,Central Michigan,Eastern Michigan,-4.46,3.167,11.0,-7.627,-15.46,7.833
2025,5,Northwestern,UCLA,-1.415,6.167,3.0,-7.582,-4.415,-3.167
2025,5,Kansas,Cincinnati,9.476,5.167,-3.0,4.309,12.476,-8.167
2025,5,Navy,Rice,12.403,14.167,8.0,-1.764,4.403,-6.167
2025,5,New Mexico,New Mexico State,6.309,16.833,18.0,-10.524,-11.691,1.167
2025,5,Southern Miss,Jacksonville State,-5.202,4.833,17.0,-10.035,-22.202,12.167
2025,5,Tulsa,Tulane,-15.927,-14.5,-17.0,-1.427,1.073,-2.5
2025,5,South Carolina,Kentucky,6.291,5.667,22.0,0.624,-15.709,16.333
2025,5,North Texas,South Alabama,4.416,12.667,14.0,-8.251,-9.584,1.333
2025,5,Oklahoma State,Baylor,-9.843,-21.167,-18.0,11.324,8.157,3.167
2025,5,Louisiana,Marshall,-0.305,-2.167,3.0,1.861,-3.305,5.167
2025,5,UL Monroe,Arkansas State,-1.912,1.5,12.0,-3.412,-13.912,10.5
2025,5,Missouri,Massachusetts,29.754,44.5,36.0,-14.746,-6.246,-8.5
2025,5,UTEP,Louisiana Tech,-1.77,-3.5,-19.0,1.73,17.23,-15.5
2025,5,Missouri State,Western Kentucky,-6.521,-3.5,-5.0,-3.021,-1.521,-1.5
2025,5,Kennesaw State,Middle Tennessee,-2.891,7.167,8.0,-10.058,-10.891,0.833
2025,5,Colorado,BYU,4.596,-6.5,-3.0,11.096,7.596,3.5
2025,5,Colorado State,Washington State,4.212,5.167,-17.0,-0.955,21.212,-22.167
2025,5,Stanford,San José State,-0.608,3.167,1.0,-3.775,-1.608,-2.167
2025,6,Florida,Texas,-11.065,-4.5,8.0,-6.565,-19.065,12.5
2025,6,Florida State,Miami,-8.177,-3.167,-6.0,-5.01,-2.177,-2.833
2025,6,Notre Dame,Boise State,21.177,21.5,21.0,-0.323,0.177,-0.5
2025,6,North Carolina,Clemson,-12.89,-15.167,-28.0,2.277,15.11,-12.833
2025,6,Alabama,Vanderbilt,14.291,13.5,16.0,0.791,-1.709,2.5
2025,6,Georgia,Kentucky,22.137,19.667,21.0,2.471,1.137,1.333
2025,6,Michigan,Wisconsin,9.141,17.333,14.0,-8.192,-4.859,-3.333
2025,6,Ohio State,Minnesota,20.158,23.5,39.0,-3.342,-18.842,15.5
2025,6,TCU,Colorado,8.015,13.833,14.0,-5.818,-5.985,0.167
2025,6,Texas A&M,Mississippi State,16.399,17.5,22.0,-1.101,-5.601,4.5
2025,6,Houston,Texas Tech,-3.919,-12.667,-24.0,8.748,20.081,-11.333
2025,6,Maryland,Washington,-0.388,-5.5,-4.0,5.112,3.612,1.5
2025,6,Nebraska,Michigan State,11.152,12.833,11.0,-1.682,0.152,-1.833
2025,6,California,Duke,2.918,-3.5,-24.0,6.418,26.918,-20.5
2025,6,Louisville,Virginia,11.432,6.5,-3.0,4.932,14.432,-9.5
2025,6,Cincinnati,Iowa State,-0.949,1.667,8.0,-2.616,-8.949,6.333
2025,6,Navy,Air Force,8.042,13.5,3.0,-5.458,5.042,-10.5
2025,6,South Florida,Charlotte,14.082,28.0,28.0,-13.918,-13.918,0.0
2025,6,BYU,West Virginia,10.077,19.667,14.0,-9.59,-3.923,-5.667
2025,6,New Mexico State,Sam Houston,-1.837,-2.0,27.0,0.163,-28.837,29.0
2025,6,Pittsburgh,Boston College,6.018,6.667,41.0,-0.648,-34.982,34.333
2025,6,Delaware,Western Kentucky,-4.02,2.667,-3.0,-6.687,-1.02,-5.667
2025,6,San José State,New Mexico,5.691,2.0,7.0,3.691,-1.309,5.0
2025,6,San Diego State,Colorado State,0.516,4.5,21.0,-3.984,-20.484,16.5
2025,6,App State,Oregon State,5.531,2.0,4.0,3.531,1.531,2.0
2025,6,Old Dominion,Coastal Carolina,7.295,19.0,40.0,-11.705,-32.705,21.0
2025,6,Ball State,Ohio,-15.263,-14.167,6.0,-1.097,-21.263,20.167
2025,6,Akron,Central Michigan,-3.098,-7.0,6.0,3.902,-9.098,13.0
2025,6,Buffalo,Eastern Michigan,7.361,9.5,1.0,-2.139,6.361,-8.5
2025,6,Virginia Tech,Wake Forest,8.723,5.0,-7.0,3.723,15.723,-12.0
2025,6,Massachusetts,Western Michigan,-0.763,-12.333,-18.0,11.57,17.237,-5.667
2025,6,Troy,South Alabama,2.132,-2.5,7.0,4.632,-4.868,9.5
2025,6,Georgia State,James Madison,-5.861,-19.333,-7.0,13.472,1.139,12.333
2025,6,Memphis,Tulsa,21.276,21.167,38.0,0.109,-16.724,16.833
2025,6,Northwestern,UL Monroe,15.148,12.833,35.0,2.315,-19.852,22.167
2025,6,Purdue,Illinois,-5.294,-7.167,-16.0,1.872,10.706,-8.833
2025,6,Arizona,Oklahoma State,10.071,22.167,28.0,-12.095,-17.929,5.833
2025,6,Northern Illinois,Miami (OH),-1.261,-4.667,-11.0,3.405,9.739,-6.333
2025,6,Rice,Florida Atlantic,2.699,4.667,-6.0,-1.968,8.699,-10.667
2025,6,UCLA,Penn State,-21.158,-24.5,5.0,3.342,-26.158,29.5
2025,6,SMU,Syracuse,12.211,17.5,13.0,-5.289,-0.789,-4.5
2025,6,Baylor,Kansas State,2.071,4.667,1.0,-2.595,1.071,-3.667
2025,6,UAB,Army,3.925,-6.5,-18.0,10.425,21.925,-11.5
2025,6,Oklahoma,Kent State,41.039,46.5,44.0,-5.461,-2.961,-2.5
2025,6,UConn,Florida International,5.428,6.833,41.0,-1.406,-35.572,34.167
2025,6,Wyoming,UNLV,-11.919,-4.333,-14.0,-7.586,2.081,-9.667
2025,6,Arkansas State,Texas State,-8.586,-14.167,1.0,5.581,-9.586,15.167
2025,6,Fresno State,Nevada,8.815,12.5,3.0,-3.685,5.815,-9.5
2025,6,Temple,UTSA,-10.603,-6.5,6.0,-4.103,-16.603,12.5
2025,6,UCF,Kansas,-0.632,-3.833,-7.0,3.201,6.368,-3.167
2025,7,Utah,Arizona State,0.167,9.167,32.0,-9.0,-31.833,22.833
2025,7,Texas,Oklahoma,10.791,2.5,17.0,8.291,-6.209,14.5
2025,7,Oregon,Indiana,10.757,7.0,-10.0,3.757,20.757,-17.0
2025,7,Auburn,Georgia,-10.938,-4.5,-10.0,-6.438,-0.938,-5.5
2025,7,Illinois,Ohio State,-14.568,-15.0,-18.0,0.432,3.432,-3.0
2025,7,Notre Dame,NC State,23.733,23.833,29.0,-0.1,-5.267,5.167
2025,7,Middle Tennessee,Missouri State,4.17,-2.833,-2.0,7.003,6.17,0.833
2025,7,North Texas,South Florida,2.41,2.5,-27.0,-0.09,29.41,-29.5
2025,7,Washington,Rutgers,4.659,9.5,19.0,-4.841,-14.341,9.5
2025,7,Tulane,East Carolina,10.008,6.833,7.0,3.174,3.008,0.167
2025,7,Wisconsin,Iowa,0.649,-5.0,-37.0,5.649,37.649,-32.0
2025,7,Missouri,Alabama,-5.074,-3.167,-3.0,-1.907,-2.074,0.167
2025,7,Tennessee,Arkansas,6.348,10.167,3.0,-3.818,3.348,-7.167
2025,7,Colorado State,Fresno State,-0.025,-5.667,28.0,5.642,-28.025,33.667
2025,7,UTEP,Liberty,-6.928,-1.667,-11.0,-5.261,4.072,-9.333
2025,7,Kent State,Massachusetts,-5.001,1.333,36.0,-6.335,-41.001,34.667
2025,7,Texas A&M,Florida,10.955,6.833,17.0,4.121,-6.045,10.167
2025,7,Kennesaw State,Louisiana Tech,-3.98,-4.833,28.0,0.853,-31.98,32.833
2025,7,Cincinnati,UCF,0.726,10.333,9.0,-9.607,-8.274,-1.333
2025,7,LSU,South Carolina,8.881,8.333,10.0,0.548,-1.119,1.667
2025,7,Sam Houston,Jacksonville State,-2.656,-7.167,-2.0,4.51,-0.656,5.167
2025,7,Georgia Southern,Southern Miss,3.853,-2.833,-3.0,6.686,6.853,-0.167
2025,7,James Madison,Louisiana,10.192,18.5,10.0,-8.308,0.192,-8.5
2025,7,Army,Charlotte,9.26,17.5,17.0,-8.24,-7.74,-0.5
2025,7,Marshall,Old Dominion,-0.541,-14.5,24.0,13.959,-24.541,38.5
2025,7,Maryland,Nebraska,-4.889,-6.833,-3.0,1.944,-1.889,3.833
2025,7,Florida State,Pittsburgh,7.58,10.833,-3.0,-3.254,10.58,-13.833
2025,7,Temple,Navy,-12.825,-10.167,-1.0,-2.658,-11.825,9.167
2025,7,Florida Atlantic,UAB,1.297,4.833,20.0,-3.536,-18.703,15.167
2025,7,Georgia State,App State,-2.655,-2.833,-21.0,0.178,18.345,-18.167
2025,7,Penn State,Northwestern,27.42,20.5,-1.0,6.92,28.42,-21.5
2025,7,Georgia Tech,Virginia Tech,8.815,14.167,15.0,-5.352,-6.185,0.833
2025,7,Michigan State,UCLA,4.663,6.833,-25.0,-2.17,29.663,-31.833
2025,7,Bowling Green,Toledo,-1.819,-10.667,5.0,8.847,-6.819,15.667
2025,7,Coastal Carolina,UL Monroe,7.259,-2.833,15.0,10.092,-7.741,17.833
2025,7,Akron,Miami (OH),-13.457,-11.667,-13.0,-1.79,-0.457,-1.333
2025,7,Texas Tech,Kansas,5.054,13.5,25.0,-8.446,-19.946,11.5
2025,7,Eastern Michigan,Northern Illinois,0.76,-1.5,6.0,2.26,-5.24,7.5
2025,7,Ole Miss,Washington State,26.669,33.0,3.0,-6.331,23.669,-30.0
2025,7,Colorado,Iowa State,4.33,-2.833,7.0,7.163,-2.67,9.833
2025,7,Western Michigan,Ball State,7.225,9.5,42.0,-2.275,-34.775,32.5
2025,7,Arizona,BYU,-2.999,-2.5,-6.0,-0.499,3.001,-3.5
2025,7,Boise State,New Mexico,14.804,14.833,16.0,-0.029,-1.196,1.167
2025,7,SMU,Stanford,20.179,19.5,24.0,0.679,-3.821,4.5
2025,7,Texas State,Troy,8.524,7.5,-7.0,1.024,15.524,-14.5
2025,7,Oklahoma State,Houston,-10.034,-14.5,-22.0,4.466,11.966,-7.5
2025,7,Oregon State,Wake Forest,2.201,-1.5,-25.0,3.701,27.201,-23.5
2025,7,UNLV,Air Force,12.574,7.167,3.0,5.407,9.574,-4.167
2025,7,Kansas State,TCU,-3.191,-2.833,13.0,-0.358,-16.191,15.833
2025,7,UTSA,Rice,11.601,9.167,48.0,2.435,-36.399,38.833
2025,7,Hawai'i,Utah State,3.667,-1.667,18.0,5.334,-14.333,19.667
2025,7,Wyoming,San José State,-0.157,-1.5,7.0,1.343,-7.157,8.5
2025,7,Minnesota,Purdue,7.685,7.333,7.0,0.352,0.685,-0.333
2025,7,Nevada,San Diego State,-2.627,-6.5,-34.0,3.873,31.373,-27.5
2025,7,Boston College,Clemson,-14.696,-13.833,-31.0,-0.863,16.304,-17.167
2025,7,USC,Michigan,3.703,2.833,18.0,0.87,-14.297,15.167
2025,8,Notre Dame,USC,8.681,10.667,10.0,-1.986,-1.319,-0.667
2025,8,Miami,Louisville,10.09,10.5,-3.0,-0.41,13.09,-13.5
2025,8,Georgia,Ole Miss,8.322,7.5,8.0,0.822,0.322,0.5
2025,8,Arizona State,Texas Tech,-0.656,-8.0,4.0,7.344,-4.656,12.0
2025,8,Michigan,Washington,10.292,4.167,17.0,6.125,-6.708,12.833
2025,8,Alabama,Tennessee,8.195,8.667,17.0,-0.472,-8.805,8.333
2025,8,Iowa,Penn State,-11.887,3.167,1.0,-15.053,-12.887,-2.167
2025,8,James Madison,Old Dominion,3.933,3.167,36.0,0.766,-32.067,32.833
2025,8,Utah State,San José State,-1.134,3.167,5.0,-4.301,-6.134,1.833
2025,8,Vanderbilt,LSU,-5.649,1.5,7.0,-7.149,-12.649,5.5
2025,8,Boise State,UNLV,3.769,13.0,25.0,-9.231,-21.231,12.0
2025,8,Massachusetts,Buffalo,-13.475,-16.5,-7.0,3.025,-6.475,9.5
2025,8,Miami (OH),Eastern Michigan,7.895,12.167,14.0,-4.272,-6.105,1.833
2025,8,Auburn,Missouri,1.505,-1.5,-6.0,3.005,7.505,-4.5
2025,8,BYU,Utah,-1.334,-4.5,3.0,3.166,-4.334,7.5
2025,8,App State,Coastal Carolina,7.722,10.5,-8.0,-2.778,15.722,-18.5
2025,8,UCF,West Virginia,8.323,6.5,32.0,1.823,-23.677,25.5
2025,8,Ohio,Northern Illinois,11.915,10.833,27.0,1.081,-15.085,16.167
